,date,crop_type,soil_type,soil_ph,temperature,humidity,wind_speed,n,p,k,crop_yield,soil_quality,year,state,avg_rainfall_mm
,12-11-2019,Cotton,Saline,8,19.60473825,80,14.93202571,71.5,60.5,54,72.81962885,15.5,2019,Odisha,1349
,13-11-2019,Cotton,Clay,6.25,15.72041371,80,11.76108673,66,55,48,42.04132151,49.29166667,2019,Odisha,1349
,14-11-2019,Cotton,Loamy,6.5,21.01139344,78.98860656,6.711181759,77,66,60,92.83879817,67.66666667,2019,Odisha,1349
,15-11-2019,Cotton,Sandy,6.75,13.13843816,80,7.286513425,55,44,36,18.90011639,39.375,2019,Odisha,1349
,16-11-2019,Cotton,Loamy,6.5,22.92442593,77.07557407,12.3520174,77,66,60,75.4945297,67.66666667,2019,Odisha,1349
,17-11-2019,Cotton,Sandy,6.75,12.37323439,80,6.968336825,55,44,36,14.12128561,39.375,2019,Odisha,1349
,18-11-2019,Cotton,Peaty,5.5,20.61035819,79.38964181,11.95924767,60.5,49.5,42,57.98342451,25.33333333,2019,Odisha,1349
,19-11-2019,Cotton,Sandy,6.75,18.75925408,80,6.276167525,55,44,36,60.99950587,39.375,2019,Odisha,1349
,20-11-2019,Cotton,Saline,8,21.45173294,78.54826706,7.946342105,71.5,60.5,54,55.08046698,15.5,2019,Odisha,1349
,21-11-2019,Cotton,Loamy,6.5,30.40197266,69.59802734,11.17737814,77,66,60,0,67.66666667,2019,Odisha,1349
,22-11-2019,Cotton,Clay,6.25,20.32298653,79.67701347,7.650705215,66,55,48,75.76490364,49.29166667,2019,Odisha,1349
,23-11-2019,Cotton,Loamy,6.5,24.40756481,75.59243519,13.25629582,77,66,60,43.51594951,67.66666667,2019,Odisha,1349
,24-11-2019,Cotton,Peaty,5.5,22.53438494,77.46561506,13.29534431,60.5,49.5,42,47.23419837,25.33333333,2019,Odisha,1349
,25-11-2019,Cotton,Sandy,6.75,15.40570306,80,12.91507381,55,44,36,29.18132133,39.375,2019,Odisha,1349
,26-11-2019,Cotton,Saline,8,21.38587184,78.61412816,10.28909975,71.5,60.5,54,53.6730571,15.5,2019,Odisha,1349
,27-11-2019,Cotton,Sandy,6.75,24.18595981,75.81404019,9.034175828,55,44,36,31.73033495,39.375,2019,Odisha,1349
,28-11-2019,Cotton,Loamy,6.5,15.26332368,80,9.461870784,77,66,60,54.27152344,67.66666667,2019,Odisha,1349
,29-11-2019,Cotton,Sandy,6.75,17.99000989,80,10.74730986,55,44,36,43.9579141,39.375,2019,Odisha,1349
,30-11-2019,Cotton,Clay,6.25,19.41292891,80,6.587932186,66,55,48,78.85948525,49.29166667,2019,Odisha,1349
,01-12-2019,Cotton,Peaty,5.5,14.1584071,80,8.843013324,60.5,49.5,42,23.31026498,25.33333333,2019,Odisha,1349
,02-12-2019,Cotton,Loamy,6.5,4.332068562,80,11.78157473,77,66,60,0,67.66666667,2019,Odisha,1349
,03-12-2019,Cotton,Loamy,6.5,20.55227963,79.44772037,10.53988501,77,66,60,90.10176425,67.66666667,2019,Odisha,1349
,04-12-2019,Cotton,Saline,8,11.23650154,80,13.1331993,71.5,60.5,54,7.846664865,15.5,2019,Odisha,1349
,05-12-2019,Cotton,Clay,6.25,11.67485993,80,7.92198848,66,55,48,13.84300022,49.29166667,2019,Odisha,1349
,06-12-2019,Cotton,Peaty,5.5,8.209762756,80,10.75368264,60.5,49.5,42,0,25.33333333,2019,Odisha,1349
,07-12-2019,Cotton,Sandy,6.75,12.34432296,80,9.393377519,55,44,36,15.15604544,39.375,2019,Odisha,1349
,08-12-2019,Cotton,Loamy,6.5,15.70237684,80,14.80410204,77,66,60,49.51971471,67.66666667,2019,Odisha,1349
,09-12-2019,Cotton,Clay,6.25,11.36604755,80,13.8464059,66,55,48,10.68582787,49.29166667,2019,Odisha,1349
,10-12-2019,Cotton,Clay,6.25,15.59408088,80,10.20717491,66,55,48,35.37717699,49.29166667,2019,Odisha,1349
,11-12-2019,Cotton,Peaty,5.5,12.76669872,80,5.727119576,60.5,49.5,42,17.48003295,25.33333333,2019,Odisha,1349
,12-12-2019,Cotton,Saline,8,7.77808676,80,13.0620817,71.5,60.5,54,0,15.5,2019,Odisha,1349
,13-12-2019,Cotton,Sandy,6.75,17.23102317,80,9.840511879,55,44,36,53.06504937,39.375,2019,Odisha,1349
,14-12-2019,Cotton,Clay,6.25,16.23463206,80,12.11780826,66,55,48,44.15402836,49.29166667,2019,Odisha,1349
,15-12-2019,Cotton,Saline,8,12.27232078,80,4.830343866,71.5,60.5,54,11.66318742,15.5,2019,Odisha,1349
,16-12-2019,Cotton,Clay,6.25,25.75257122,74.24742878,15.76772011,66,55,48,31.34025874,49.29166667,2019,Odisha,1349
,17-12-2019,Cotton,Saline,8,13.32493972,80,12.34912183,71.5,60.5,54,23.4137313,15.5,2019,Odisha,1349
,18-12-2019,Cotton,Loamy,6.5,11.07448297,80,11.27739649,77,66,60,9.706348357,67.66666667,2019,Odisha,1349
,19-12-2019,Cotton,Saline,8,13.66814475,80,11.61955991,71.5,60.5,54,23.76586776,15.5,2019,Odisha,1349
,20-12-2019,Cotton,Sandy,6.75,16.57309304,80,10.90593632,55,44,36,40.67450225,39.375,2019,Odisha,1349
,21-12-2019,Cotton,Loamy,6.5,15.24173538,80,2.602389829,77,66,60,40.66991266,67.66666667,2019,Odisha,1349
,22-12-2019,Cotton,Sandy,6.75,23.43390774,76.56609226,14.88602611,55,44,36,46.71811172,39.375,2019,Odisha,1349
,23-12-2019,Cotton,Loamy,6.5,9.562603682,80,7.952457094,77,66,60,0,67.66666667,2019,Odisha,1349
,24-12-2019,Cotton,Loamy,6.5,22.81360456,77.18639544,12.76380761,77,66,60,70.35979376,67.66666667,2019,Odisha,1349
,25-12-2019,Cotton,Sandy,6.75,16.93198183,80,13.16727662,55,44,36,43.57150812,39.375,2019,Odisha,1349
,26-12-2019,Cotton,Saline,8,13.35966641,80,7.177668545,71.5,60.5,54,24.08911481,15.5,2019,Odisha,1349
,27-12-2019,Cotton,Loamy,6.5,13.77828052,80,10.44164159,77,66,60,35.98707197,67.66666667,2019,Odisha,1349
,28-12-2019,Cotton,Loamy,6.5,15.84159691,80,9.756634351,77,66,60,52.48591564,67.66666667,2019,Odisha,1349
,29-12-2019,Cotton,Clay,6.25,16.4797605,80,13.55638342,66,55,48,42.26722546,49.29166667,2019,Odisha,1349
,30-12-2019,Cotton,Loamy,6.5,12.95033605,80,16.91415023,77,66,60,27.75879519,67.66666667,2019,Odisha,1349
,31-12-2019,Cotton,Loamy,6.5,15.99747236,80,13.35487773,77,66,60,55.14273812,67.66666667,2019,Odisha,1349
,01-01-2020,Cotton,Loamy,6.5,14.93271042,80,4.003111135,77,66,60,48.67038033,67.66666667,2020,Odisha,1365
,02-01-2020,Cotton,Clay,6.25,15.28737886,80,5.988037958,66,55,48,37.51577384,49.29166667,2020,Odisha,1365
,03-01-2020,Cotton,Sandy,6.75,21.47654295,78.52345705,7.801534632,55,44,36,47.90560532,39.375,2020,Odisha,1365
,04-01-2020,Cotton,Sandy,6.75,3.390386904,80,6.442644213,55,44,36,0,39.375,2020,Odisha,1365
,05-01-2020,Cotton,Saline,8,17.36818759,80,14.16105573,71.5,60.5,54,47.34635592,15.5,2020,Odisha,1365
,06-01-2020,Cotton,Peaty,5.5,18.22693684,80,12.07485282,60.5,49.5,42,51.41423122,25.33333333,2020,Odisha,1365
,07-01-2020,Cotton,Clay,6.25,13.07928251,80,13.54009253,66,55,48,24.30113891,49.29166667,2020,Odisha,1365
,08-01-2020,Cotton,Loamy,6.5,8.429061,80,9.765762635,77,66,60,0,67.66666667,2020,Odisha,1365
,09-01-2020,Cotton,Saline,8,18.04504675,80,6.388893745,71.5,60.5,54,54.73224887,15.5,2020,Odisha,1365
,10-01-2020,Cotton,Sandy,6.75,14.70529064,80,10.52373595,55,44,36,36.22250611,39.375,2020,Odisha,1365
,11-01-2020,Cotton,Peaty,5.5,18.58831644,80,11.35203771,60.5,49.5,42,50.46976856,25.33333333,2020,Odisha,1365
,12-01-2020,Cotton,Sandy,6.75,13.47185848,80,10.22376063,55,44,36,22.12584347,39.375,2020,Odisha,1365
,13-01-2020,Cotton,Loamy,6.5,16.37704152,80,7.182011959,77,66,60,72.89467633,67.66666667,2020,Odisha,1365
,14-01-2020,Cotton,Saline,8,12.84875689,80,2.244014369,71.5,60.5,54,20.60502521,15.5,2020,Odisha,1365
,15-01-2020,Cotton,Sandy,6.75,9.403186033,80,5.203608378,55,44,36,0,39.375,2020,Odisha,1365
,16-01-2020,Cotton,Clay,6.25,13.23835607,80,6.941582864,66,55,48,27.25750869,49.29166667,2020,Odisha,1365
,17-01-2020,Cotton,Sandy,6.75,17.77443441,80,9.061256678,55,44,36,48.07466663,39.375,2020,Odisha,1365
,18-01-2020,Cotton,Loamy,6.5,10.92368306,80,8.63950528,77,66,60,8.382838633,67.66666667,2020,Odisha,1365
,19-01-2020,Cotton,Clay,6.25,13.1552699,80,7.090719762,66,55,48,22.33842538,49.29166667,2020,Odisha,1365
,20-01-2020,Cotton,Peaty,5.5,16.183628,80,7.235304076,60.5,49.5,42,30.6047593,25.33333333,2020,Odisha,1365
,21-01-2020,Cotton,Saline,8,21.23004582,78.76995418,18.09656608,71.5,60.5,54,70.62998015,15.5,2020,Odisha,1365
,22-01-2020,Cotton,Sandy,6.75,12.33787645,80,6.14308773,55,44,36,16.26916307,39.375,2020,Odisha,1365
,23-01-2020,Cotton,Sandy,6.75,21.54828711,78.45171289,6.025206015,55,44,36,49.15432586,39.375,2020,Odisha,1365
,24-01-2020,Cotton,Loamy,6.5,26.39828213,73.60171787,16.33603713,77,66,60,39.17992938,67.66666667,2020,Odisha,1365
,25-01-2020,Cotton,Peaty,5.5,15.87572872,80,11.12860864,60.5,49.5,42,38.24968981,25.33333333,2020,Odisha,1365
,26-01-2020,Cotton,Peaty,5.5,16.10555557,80,6.282662471,60.5,49.5,42,34.54550589,25.33333333,2020,Odisha,1365
,27-01-2020,Cotton,Clay,6.25,21.82021592,78.17978408,1.377347059,66,55,48,59.73700103,49.29166667,2020,Odisha,1365
,28-01-2020,Cotton,Saline,8,11.54060346,80,14.05152342,71.5,60.5,54,10.88093633,15.5,2020,Odisha,1365
,29-01-2020,Cotton,Peaty,5.5,12.5269811,80,13.63974987,60.5,49.5,42,15.07349437,25.33333333,2020,Odisha,1365
,30-01-2020,Cotton,Saline,8,20.78306476,79.21693524,10.48906314,71.5,60.5,54,60.08191797,15.5,2020,Odisha,1365
,31-01-2020,Cotton,Loamy,6.5,19.10561467,80,10.12321507,77,66,60,98.41776828,67.66666667,2020,Odisha,1365
,01-02-2020,Cotton,Peaty,5.5,10.61665391,80,9.291547509,60.5,49.5,42,3.627914167,25.33333333,2020,Odisha,1365
,02-02-2020,Cotton,Sandy,6.75,9.234190741,80,11.23274244,55,44,36,0,39.375,2020,Odisha,1365
,03-02-2020,Cotton,Loamy,6.5,21.24889039,78.75110961,11.36320959,77,66,60,81.1913374,67.66666667,2020,Odisha,1365
,04-02-2020,Cotton,Clay,6.25,13.22029299,80,10.56462179,66,55,48,28.83411451,49.29166667,2020,Odisha,1365
,05-02-2020,Cotton,Sandy,6.75,14.26378602,80,9.464777732,55,44,36,32.97473235,39.375,2020,Odisha,1365
,06-02-2020,Cotton,Clay,6.25,20.0254725,79.9745275,8.30807452,66,55,48,62.40118994,49.29166667,2020,Odisha,1365
,07-02-2020,Cotton,Saline,8,19.45324719,80,8.148752248,71.5,60.5,54,54.60607394,15.5,2020,Odisha,1365
,08-02-2020,Cotton,Saline,8,10.91016667,80,10.23646168,71.5,60.5,54,5.826102784,15.5,2020,Odisha,1365
,09-02-2020,Cotton,Clay,6.25,12.55453147,80,7.902328031,66,55,48,20.44384472,49.29166667,2020,Odisha,1365
,10-02-2020,Cotton,Clay,6.25,8.845169231,80,8.07003714,66,55,48,0,49.29166667,2020,Odisha,1365
,11-02-2020,Cotton,Sandy,6.75,17.94408259,80,7.436193002,55,44,36,46.4372244,39.375,2020,Odisha,1365
,12-02-2020,Cotton,Sandy,6.75,16.47275253,80,12.81263403,55,44,36,38.52196341,39.375,2020,Odisha,1365
,13-02-2020,Cotton,Sandy,6.75,4.821480148,80,11.81348795,55,44,36,0,39.375,2020,Odisha,1365
,14-02-2020,Cotton,Loamy,6.5,17.48000449,80,8.828310927,77,66,60,68.60576405,67.66666667,2020,Odisha,1365
,15-02-2020,Cotton,Clay,6.25,14.81031814,80,7.728987791,66,55,48,35.84890729,49.29166667,2020,Odisha,1365
,16-02-2020,Cotton,Loamy,6.5,14.70892672,80,8.238260974,77,66,60,42.85058671,67.66666667,2020,Odisha,1365
,17-02-2020,Cotton,Peaty,5.5,10.70825925,80,12.34236887,60.5,49.5,42,4.556877395,25.33333333,2020,Odisha,1365
,18-02-2020,Cotton,Clay,6.25,9.510080049,80,6.002954095,66,55,48,0,49.29166667,2020,Odisha,1365
,19-02-2020,Cotton,Clay,6.25,16.39503059,80,11.54609075,66,55,48,56.99876687,49.29166667,2020,Odisha,1365
,20-02-2020,Cotton,Clay,6.25,20.75414616,79.24585384,11.99410835,66,55,48,77.72653068,49.29166667,2020,Odisha,1365
,21-02-2020,Cotton,Loamy,6.5,7.413677006,80,8.022721811,77,66,60,0,67.66666667,2020,Odisha,1365
,22-02-2020,Cotton,Peaty,5.5,18.07124331,80,6.708202316,60.5,49.5,42,53.25160074,25.33333333,2020,Odisha,1365
,23-02-2020,Cotton,Saline,8,14.34498443,80,11.13004626,71.5,60.5,54,30.59315372,15.5,2020,Odisha,1365
,24-02-2020,Cotton,Saline,8,15.20043965,80,9.667052582,71.5,60.5,54,32.64572898,15.5,2020,Odisha,1365
,25-02-2020,Cotton,Peaty,5.5,12.83788668,80,10.7222588,60.5,49.5,42,19.05830467,25.33333333,2020,Odisha,1365
,26-02-2020,Cotton,Clay,6.25,15.43910712,80,15.29490998,66,55,48,38.90233612,49.29166667,2020,Odisha,1365
,27-02-2020,Cotton,Sandy,6.75,11.57986143,80,12.50451106,55,44,36,11.79674226,39.375,2020,Odisha,1365
,28-02-2020,Cotton,Loamy,6.5,19.84739566,80,7.484628605,77,66,60,94.04531599,67.66666667,2020,Odisha,1365
,29-02-2020,Cotton,Sandy,6.75,10.46394406,80,6.090643324,55,44,36,3.090747851,39.375,2020,Odisha,1365
,01-03-2020,Cotton,Sandy,6.75,21.07521718,78.92478282,8.656103643,55,44,36,61.22648684,39.375,2020,Odisha,1365
,02-03-2020,Cotton,Peaty,5.5,25.47294784,74.52705216,9.655192491,60.5,49.5,42,25.76834101,25.33333333,2020,Odisha,1365
,03-03-2020,Cotton,Saline,8,18.13697871,80,9.975655554,71.5,60.5,54,55.81994239,15.5,2020,Odisha,1365
,04-03-2020,Cotton,Clay,6.25,32.73210371,67.26789629,11.97987561,66,55,48,0,49.29166667,2020,Odisha,1365
,05-03-2020,Cotton,Clay,6.25,20.7076763,79.2923237,10.02273198,66,55,48,75.84517504,49.29166667,2020,Odisha,1365
,06-03-2020,Cotton,Saline,8,26.86925557,73.13074443,16.74837031,71.5,60.5,54,19.89628287,15.5,2020,Odisha,1365
,07-03-2020,Cotton,Loamy,6.5,20.76384746,79.23615254,4.543157547,77,66,60,87.19913731,67.66666667,2020,Odisha,1365
,08-03-2020,Cotton,Saline,8,28.07223323,71.92776677,10.96522942,71.5,60.5,54,10.44989741,15.5,2020,Odisha,1365
,09-03-2020,Cotton,Loamy,6.5,15.33799612,80,9.438228872,77,66,60,62.41630926,67.66666667,2020,Odisha,1365
,10-03-2020,Cotton,Clay,6.25,25.08082032,74.91917968,11.74525955,66,55,48,41.48778189,49.29166667,2020,Odisha,1365
,11-03-2020,Cotton,Saline,8,27.47396641,72.52603359,10.4568064,71.5,60.5,54,15.64937032,15.5,2020,Odisha,1365
,12-03-2020,Cotton,Saline,8,33.38999592,66.61000408,5.353135499,71.5,60.5,54,0,15.5,2020,Odisha,1365
,13-03-2020,Cotton,Sandy,6.75,26.25464465,73.74535535,12.19513075,55,44,36,20.85932177,39.375,2020,Odisha,1365
,14-03-2020,Cotton,Peaty,5.5,10.73969377,80,5.202110942,60.5,49.5,42,4.723261187,25.33333333,2020,Odisha,1365
,15-03-2020,Cotton,Peaty,5.5,24.39538459,75.60461541,11.28393679,60.5,49.5,42,35.17622691,25.33333333,2020,Odisha,1365
,16-03-2020,Cotton,Clay,6.25,21.47428907,78.52571093,7.793810843,66,55,48,65.41035262,49.29166667,2020,Odisha,1365
,17-03-2020,Cotton,Clay,6.25,19.28469653,80,8.710666804,66,55,48,85.90876431,49.29166667,2020,Odisha,1365
,18-03-2020,Cotton,Sandy,6.75,24.98538226,75.01461774,4.247861226,55,44,36,35.45148491,39.375,2020,Odisha,1365
,19-03-2020,Cotton,Clay,6.25,23.20467676,76.79532324,7.950004664,66,55,48,59.47536936,49.29166667,2020,Odisha,1365
,20-03-2020,Cotton,Peaty,5.5,15.97708557,80,8.144496779,60.5,49.5,42,33.81405081,25.33333333,2020,Odisha,1365
,21-03-2020,Cotton,Clay,6.25,35.03234318,64.96765682,13.92795993,66,55,48,0,49.29166667,2020,Odisha,1365
,22-03-2020,Cotton,Sandy,6.75,25.58152886,74.41847114,6.71683336,55,44,36,26.11402314,39.375,2020,Odisha,1365
,23-03-2020,Cotton,Saline,8,31.11865524,68.88134476,12.09127636,71.5,60.5,54,0,15.5,2020,Odisha,1365
,24-03-2020,Cotton,Loamy,6.5,19.11034139,80,10.35955845,77,66,60,90.12972506,67.66666667,2020,Odisha,1365
,25-03-2020,Cotton,Peaty,5.5,25.86070834,74.13929166,11.53941233,60.5,49.5,42,26.67107964,25.33333333,2020,Odisha,1365
,26-03-2020,Cotton,Loamy,6.5,30.0506388,69.9493612,13.08600149,77,66,60,0,67.66666667,2020,Odisha,1365
,27-03-2020,Cotton,Clay,6.25,21.17740708,78.82259292,9.135404671,66,55,48,70.73745237,49.29166667,2020,Odisha,1365
,28-03-2020,Cotton,Clay,6.25,22.53214204,77.46785796,7.800492949,66,55,48,57.74658156,49.29166667,2020,Odisha,1365
,29-03-2020,Cotton,Peaty,5.5,20.66254738,79.33745262,10.7265533,60.5,49.5,42,55.7162139,25.33333333,2020,Odisha,1365
,30-03-2020,Cotton,Peaty,5.5,30.83875439,69.16124561,16.52788938,60.5,49.5,42,0,25.33333333,2020,Odisha,1365
,31-03-2020,Cotton,Clay,6.25,17.54922478,80,11.15479391,66,55,48,65.22000966,49.29166667,2020,Odisha,1365
,01-04-2020,Cotton,Sandy,6.75,29.84200539,70.15799461,9.15882524,55,44,36,0.826137359,39.375,2020,Odisha,1365
,02-04-2020,Cotton,Sandy,6.75,35.11343931,64.88656069,13.7888984,55,44,36,0,39.375,2020,Odisha,1365
,03-04-2020,Cotton,Saline,8,20.45097146,79.54902854,5.816116986,71.5,60.5,54,54.32932292,15.5,2020,Odisha,1365
,04-04-2020,Cotton,Loamy,6.5,19.7093886,80,9.378434414,77,66,60,105.316526,67.66666667,2020,Odisha,1365
,05-04-2020,Cotton,Clay,6.25,23.85702062,76.14297938,2.740876609,66,55,48,53.9000946,49.29166667,2020,Odisha,1365
,06-04-2020,Cotton,Saline,8,21.93833184,78.06166816,15.50845267,71.5,60.5,54,50.47685848,15.5,2020,Odisha,1365
,07-04-2020,Cotton,Sandy,6.75,29.72934874,70.27065126,17.43639785,55,44,36,1.663845274,39.375,2020,Odisha,1365
,08-04-2020,Cotton,Sandy,6.75,32.41107134,67.58892866,8.872737433,55,44,36,0,39.375,2020,Odisha,1365
,09-04-2020,Cotton,Loamy,6.5,25.78036066,74.21963934,17.4207038,77,66,60,40.20028941,67.66666667,2020,Odisha,1365
,10-04-2020,Cotton,Saline,8,25.62090275,74.37909725,9.060100567,71.5,60.5,54,31.61042597,15.5,2020,Odisha,1365
,11-04-2020,Cotton,Sandy,6.75,25.6019541,74.3980459,11.87228719,55,44,36,32.46437555,39.375,2020,Odisha,1365
,12-04-2020,Cotton,Clay,6.25,17.30831348,80,2.469991472,66,55,48,50.70922182,49.29166667,2020,Odisha,1365
,13-04-2020,Cotton,Clay,6.25,15.39662292,80,9.44759063,66,55,48,51.0998491,49.29166667,2020,Odisha,1365
,14-04-2020,Cotton,Saline,8,24.18120879,75.81879121,9.537215082,71.5,60.5,54,42.32418358,15.5,2020,Odisha,1365
,15-04-2020,Cotton,Sandy,6.75,27.64347327,72.35652673,7.139189799,55,44,36,15.57602099,39.375,2020,Odisha,1365
,16-04-2020,Cotton,Loamy,6.5,20.20235347,79.79764653,11.45209074,77,66,60,103.7390268,67.66666667,2020,Odisha,1365
,17-04-2020,Cotton,Loamy,6.5,30.9380282,69.0619718,11.8434029,77,66,60,0,67.66666667,2020,Odisha,1365
,18-04-2020,Cotton,Peaty,5.5,33.22892779,66.77107221,5.268059667,60.5,49.5,42,0,25.33333333,2020,Odisha,1365
,19-04-2020,Cotton,Loamy,6.5,28.12442204,71.87557796,9.260250455,77,66,60,16.3518349,67.66666667,2020,Odisha,1365
,20-04-2020,Cotton,Sandy,6.75,24.93592721,75.06407279,9.620874701,55,44,36,37.25949911,39.375,2020,Odisha,1365
,21-04-2020,Cotton,Clay,6.25,19.72546452,80,13.46513712,66,55,48,87.4176473,49.29166667,2020,Odisha,1365
,22-04-2020,Cotton,Clay,6.25,21.11148001,78.88851999,12.33330847,66,55,48,72.62897859,49.29166667,2020,Odisha,1365
,23-04-2020,Cotton,Loamy,6.5,26.62263979,73.37736021,10.71414737,77,66,60,35.04288156,67.66666667,2020,Odisha,1365
,24-04-2020,Cotton,Peaty,5.5,19.21268696,80,10.57708435,60.5,49.5,42,50.91912469,25.33333333,2020,Odisha,1365
,25-04-2020,Cotton,Sandy,6.75,13.81325158,80,9.511996363,55,44,36,26.69622117,39.375,2020,Odisha,1365
,26-04-2020,Cotton,Clay,6.25,27.11349988,72.88650012,11.1009245,66,55,48,21.79931976,49.29166667,2020,Odisha,1365
,27-04-2020,Cotton,Clay,6.25,17.64425265,80,7.210305293,66,55,48,60.69862919,49.29166667,2020,Odisha,1365
,28-04-2020,Cotton,Clay,6.25,23.43441176,76.56558824,11.50945846,66,55,48,53.38046877,49.29166667,2020,Odisha,1365
,29-04-2020,Cotton,Saline,8,31.89392211,68.10607789,10.29307216,71.5,60.5,54,0,15.5,2020,Odisha,1365
,30-04-2020,Cotton,Clay,6.25,24.39906736,75.60093264,10.46322132,66,55,48,49.05396605,49.29166667,2020,Odisha,1365
,01-05-2020,Cotton,Saline,8,15.27941858,80,1.544638829,71.5,60.5,54,32.53926307,15.5,2020,Odisha,1365
,02-05-2020,Cotton,Saline,8,22.00778111,77.99221889,13.71905348,71.5,60.5,54,59.18875732,15.5,2020,Odisha,1365
,03-05-2020,Cotton,Loamy,6.5,18.73414906,80,10.97976393,77,66,60,87.52382544,67.66666667,2020,Odisha,1365
,04-05-2020,Cotton,Loamy,6.5,27.78962801,72.21037199,11.62767438,77,66,60,20.87895649,67.66666667,2020,Odisha,1365
,05-05-2020,Cotton,Clay,6.25,34.29075806,65.70924194,8.182366684,66,55,48,0,49.29166667,2020,Odisha,1365
,06-05-2020,Cotton,Loamy,6.5,14.19083152,80,13.8476092,77,66,60,48.87497212,67.66666667,2020,Odisha,1365
,07-05-2020,Cotton,Peaty,5.5,28.03904592,71.96095408,16.46251017,60.5,49.5,42,11.59881357,25.33333333,2020,Odisha,1365
,08-05-2020,Cotton,Saline,8,16.7499753,80,5.129503487,71.5,60.5,54,50.35027149,15.5,2020,Odisha,1365
,09-05-2020,Cotton,Loamy,6.5,17.13201083,80,11.31027561,77,66,60,73.31840298,67.66666667,2020,Odisha,1365
,10-05-2020,Cotton,Peaty,5.5,29.19174065,70.80825935,10.83842526,60.5,49.5,42,5.171653747,25.33333333,2020,Odisha,1365
,11-05-2020,Cotton,Clay,6.25,29.45831454,70.54168546,11.73201682,66,55,48,4.276624666,49.29166667,2020,Odisha,1365
,12-05-2020,Cotton,Sandy,6.75,15.57493048,80,6.531181957,55,44,36,38.6278033,39.375,2020,Odisha,1365
,13-05-2020,Cotton,Loamy,6.5,28.1729919,71.8270081,11.10229918,77,66,60,16.93947214,67.66666667,2020,Odisha,1365
,14-05-2020,Cotton,Saline,8,30.90426269,69.09573731,5.55959212,71.5,60.5,54,0,15.5,2020,Odisha,1365
,15-05-2020,Cotton,Peaty,5.5,18.81918647,80,4.843652878,60.5,49.5,42,56.0372795,25.33333333,2020,Odisha,1365
,16-05-2020,Cotton,Saline,8,23.27548212,76.72451788,6.010602995,71.5,60.5,54,49.63886601,15.5,2020,Odisha,1365
,17-05-2020,Cotton,Sandy,6.75,28.14279462,71.85720538,12.09899312,55,44,36,12.29285604,39.375,2020,Odisha,1365
,18-05-2020,Cotton,Clay,6.25,17.69895148,80,10.98721399,66,55,48,64.10991965,49.29166667,2020,Odisha,1365
,19-05-2020,Cotton,Loamy,6.5,20.85452745,79.14547255,3.598449692,77,66,60,113.1504322,67.66666667,2020,Odisha,1365
,20-05-2020,Cotton,Saline,8,23.50954656,76.49045344,9.58378261,71.5,60.5,54,44.09689794,15.5,2020,Odisha,1365
,21-05-2020,Cotton,Clay,6.25,30.17136302,69.82863698,9.915069349,66,55,48,0,49.29166667,2020,Odisha,1365
,22-05-2020,Cotton,Loamy,6.5,26.44395332,73.55604668,14.17538301,77,66,60,29.17852835,67.66666667,2020,Odisha,1365
,23-05-2020,Cotton,Peaty,5.5,25.86507901,74.13492099,17.20537462,60.5,49.5,42,27.21918143,25.33333333,2020,Odisha,1365
,24-05-2020,Cotton,Clay,6.25,19.77163566,80,9.648991269,66,55,48,76.23520259,49.29166667,2020,Odisha,1365
,25-05-2020,Cotton,Saline,8,17.81981236,80,6.630418638,71.5,60.5,54,54.69726924,15.5,2020,Odisha,1365
,26-05-2020,Cotton,Sandy,6.75,24.28584064,75.71415936,11.43063787,55,44,36,38.42222582,39.375,2020,Odisha,1365
,27-05-2020,Cotton,Saline,8,25.52920086,74.47079914,13.51634596,71.5,60.5,54,31.83464052,15.5,2020,Odisha,1365
,28-05-2020,Cotton,Peaty,5.5,27.17378542,72.82621458,7.246525689,60.5,49.5,42,18.59508177,25.33333333,2020,Odisha,1365
,29-05-2020,Cotton,Saline,8,31.47269124,68.52730876,9.672717359,71.5,60.5,54,0,15.5,2020,Odisha,1365
,30-05-2020,Cotton,Sandy,6.75,26.07060622,73.92939378,10.52775146,55,44,36,22.83728585,39.375,2020,Odisha,1365
,31-05-2020,Cotton,Loamy,6.5,15.34060369,80,9.241042252,77,66,60,46.04095033,67.66666667,2020,Odisha,1365
,01-06-2020,Cotton,Loamy,6.5,40.53202199,59.46797801,6.221337192,77,66,60,0,67.66666667,2020,Odisha,1365
,02-06-2020,Cotton,Sandy,6.75,34.73741942,65.26258058,10.09205633,55,44,36,0,39.375,2020,Odisha,1365
,03-06-2020,Cotton,Clay,6.25,32.00284073,67.99715927,13.20046507,66,55,48,0,49.29166667,2020,Odisha,1365
,04-06-2020,Cotton,Sandy,6.75,28.74061637,71.25938363,3.986732982,55,44,36,8.098783293,39.375,2020,Odisha,1365
,05-06-2020,Cotton,Saline,8,31.42303104,68.57696896,12.61959269,71.5,60.5,54,0,15.5,2020,Odisha,1365
,06-06-2020,Cotton,Loamy,6.5,37.51292033,62.48707967,9.921325703,77,66,60,0,67.66666667,2020,Odisha,1365
,07-06-2020,Cotton,Peaty,5.5,29.01264248,70.98735752,11.07385266,60.5,49.5,42,5.62368817,25.33333333,2020,Odisha,1365
,08-06-2020,Cotton,Clay,6.25,33.90248101,66.09751899,10.32866175,66,55,48,0,49.29166667,2020,Odisha,1365
,09-06-2020,Cotton,Sandy,6.75,32.75496664,67.24503336,6.473004576,55,44,36,0,39.375,2020,Odisha,1365
